ts_name,type,dt,n,freq_multiple
Q7335,Q,0.001,35,28.57142857142857
Q7336,Q,0.001,35,28.57142857142857
Q7337,Q,0.001,35,28.57142857142857
Q7338,Q,0.001,35,28.57142857142857
Q7339,Q,0.001,35,28.57142857142857
Q7340,Q,0.001,35,28.57142857142857
Q7341,Q,0.001,35,28.57142857142857
Q7342,Q,0.001,35,28.57142857142857
Q7343,Q,0.001,35,28.57142857142857
Q7344,Q,0.001,35,28.57142857142857
Q7345,Q,0.001,35,28.57142857142857
Q7346,Q,0.001,35,28.57142857142857
Q7347,Q,0.001,35,28.57142857142857
Q7348,Q,0.001,35,28.57142857142857
Q7349,Q,0.001,35,28.57142857142857
Q7350,Q,0.001,35,28.57142857142857
Q7351,Q,0.001,35,28.57142857142857
Q7352,Q,0.001,35,28.57142857142857
Q7353,Q,0.001,35,28.57142857142857
Q7354,Q,0.001,35,28.57142857142857
Q7355,Q,0.001,35,28.57142857142857
Q7356,Q,0.001,35,28.57142857142857
Q7357,Q,0.001,35,28.57142857142857
Q7358,Q,0.001,35,28.57142857142857
Q7359,Q,0.001,35,28.57142857142857
Q7360,Q,0.001,35,28.57142857142857
Q7361,Q,0.001,35,28.57142857142857
Q7362,Q,0.001,35,28.57142857142857
Q7363,Q,0.001,35,28.57142857142857
Q7364,Q,0.001,35,28.57142857142857
Q7365,Q,0.001,35,28.57142857142857
Q7366,Q,0.001,35,28.57142857142857
Q7367,Q,0.001,35,28.57142857142857
Q7368,Q,0.001,35,28.57142857142857
Q7369,Q,0.001,35,28.57142857142857
Q7370,Q,0.001,35,28.57142857142857
Q7371,Q,0.001,35,28.57142857142857
Q7372,Q,0.001,35,28.57142857142857
Q7373,Q,0.001,35,28.57142857142857
Q7374,Q,0.001,35,28.57142857142857
Q7375,Q,0.001,35,28.57142857142857
Q7376,Q,0.001,35,28.57142857142857
Q7377,Q,0.001,35,28.57142857142857
Q7378,Q,0.001,35,28.57142857142857
Q7379,Q,0.001,35,28.57142857142857
Q7380,Q,0.001,35,28.57142857142857
Q7381,Q,0.001,35,28.57142857142857
Q7382,Q,0.001,35,28.57142857142857
Q7383,Q,0.001,35,28.57142857142857
Q7384,Q,0.001,35,28.57142857142857
Q7385,Q,0.001,35,28.57142857142857
Q7386,Q,0.001,35,28.57142857142857
Q7387,Q,0.001,35,28.57142857142857
Q7388,Q,0.001,35,28.57142857142857
Q7389,Q,0.001,35,28.57142857142857
Q7390,Q,0.001,35,28.57142857142857
Q7391,Q,0.001,35,28.57142857142857
Q7392,Q,0.001,35,28.57142857142857
Q7393,Q,0.001,35,28.57142857142857
Q7394,Q,0.001,35,28.57142857142857
Q7395,Q,0.001,35,28.57142857142857
Q7396,Q,0.001,35,28.57142857142857
Q7397,Q,0.001,35,28.57142857142857
Q7398,Q,0.001,35,28.57142857142857
Q7399,Q,0.001,35,28.57142857142857
Q7400,Q,0.001,35,28.57142857142857
Q7401,Q,0.001,35,28.57142857142857
Q7402,Q,0.001,35,28.57142857142857
Q7403,Q,0.001,35,28.57142857142857
Q7404,Q,0.001,35,28.57142857142857
Q7405,Q,0.001,35,28.57142857142857
Q7406,Q,0.001,35,28.57142857142857
Q7407,Q,0.001,35,28.57142857142857
Q7408,Q,0.001,35,28.57142857142857
Q7409,Q,0.001,35,28.57142857142857
Q7410,Q,0.001,35,28.57142857142857
Q7411,Q,0.001,35,28.57142857142857
Q7412,Q,0.001,35,28.57142857142857
Q7413,Q,0.001,35,28.57142857142857
Q7414,Q,0.001,35,28.57142857142857
Q7415,Q,0.001,35,28.57142857142857
Q7416,Q,0.001,35,28.57142857142857
Q7417,Q,0.001,35,28.57142857142857
Q7418,Q,0.001,35,28.57142857142857
Q7419,Q,0.001,35,28.57142857142857
Q7420,Q,0.001,35,28.57142857142857
Q7421,Q,0.001,35,28.57142857142857
Q7422,Q,0.001,35,28.57142857142857
Q7423,Q,0.001,35,28.57142857142857
Q7424,Q,0.001,35,28.57142857142857
Q7425,Q,0.001,35,28.57142857142857
Q7426,Q,0.001,35,28.57142857142857
Q7427,Q,0.001,35,28.57142857142857
Q7428,Q,0.001,35,28.57142857142857
Q7429,Q,0.001,35,28.57142857142857
Q7430,Q,0.001,35,28.57142857142857
Q7431,Q,0.001,35,28.57142857142857
Q7432,Q,0.001,35,28.57142857142857
Q7433,Q,0.001,35,28.57142857142857
Q7434,Q,0.001,35,28.57142857142857
Q7435,Q,0.001,35,28.57142857142857
Q7436,Q,0.001,35,28.57142857142857
Q7437,Q,0.001,35,28.57142857142857
Q7438,Q,0.001,35,28.57142857142857
Q7439,Q,0.001,35,28.57142857142857
Q7440,Q,0.001,35,28.57142857142857
Q7441,Q,0.001,35,28.57142857142857
Q7442,Q,0.001,35,28.57142857142857
Q7443,Q,0.001,35,28.57142857142857
Q7444,Q,0.001,92,10.869565217391305
Q7445,Q,0.001,92,10.869565217391305
Q7446,Q,0.001,75,13.333333333333334
Q7447,Q,0.001,92,10.869565217391305
Q7448,Q,0.001,171,5.847953216374268
Q7449,Q,0.001,35,28.57142857142857
Q7450,Q,0.001,35,28.57142857142857
Q7451,Q,0.001,35,28.57142857142857
Q7452,Q,0.001,35,28.57142857142857
Q7453,Q,0.001,35,28.57142857142857
Q7454,Q,0.001,35,28.57142857142857
Q7455,Q,0.001,35,28.57142857142857
Q7456,Q,0.001,35,28.57142857142857
Q7457,Q,0.001,35,28.57142857142857
Q7458,Q,0.001,35,28.57142857142857
Q7459,Q,0.001,35,28.57142857142857
Q7460,Q,0.001,35,28.57142857142857
Q7461,Q,0.001,35,28.57142857142857
Q7462,Q,0.001,35,28.57142857142857
Q7463,Q,0.001,35,28.57142857142857
Q7464,Q,0.001,35,28.57142857142857
Q7465,Q,0.001,36,27.777777777777775
Q7466,Q,0.001,36,27.777777777777775
Q7467,Q,0.001,36,27.777777777777775
Q7468,Q,0.001,36,27.777777777777775
Q7469,Q,0.001,36,27.777777777777775
Q7470,Q,0.001,36,27.777777777777775
Q7471,Q,0.001,36,27.777777777777775
Q7472,Q,0.001,36,27.777777777777775
Q7473,Q,0.001,36,27.777777777777775
Q7474,Q,0.001,36,27.777777777777775
Q7475,Q,0.001,36,27.777777777777775
Q7476,Q,0.001,36,27.777777777777775
Q7477,Q,0.001,36,27.777777777777775
Q7478,Q,0.001,36,27.777777777777775
Q7479,Q,0.001,36,27.777777777777775
Q7480,Q,0.001,36,27.777777777777775
Q7481,Q,0.001,36,27.777777777777775
Q7482,Q,0.001,36,27.777777777777775
Q7483,Q,0.001,36,27.777777777777775
Q7484,Q,0.001,36,27.777777777777775
Q7485,Q,0.001,36,27.777777777777775
Q7486,Q,0.001,36,27.777777777777775
Q7487,Q,0.001,36,27.777777777777775
Q7488,Q,0.001,36,27.777777777777775
Q7489,Q,0.001,36,27.777777777777775
Q7490,Q,0.001,36,27.777777777777775
Q7491,Q,0.001,36,27.777777777777775
Q7492,Q,0.001,36,27.777777777777775
Q7493,Q,0.001,36,27.777777777777775
Q7494,Q,0.001,36,27.777777777777775
Q7495,Q,0.001,36,27.777777777777775
Q7496,Q,0.001,36,27.777777777777775
Q7497,Q,0.001,36,27.777777777777775
Q7498,Q,0.001,36,27.777777777777775
Q7499,Q,0.001,36,27.777777777777775
Q7500,Q,0.001,36,27.777777777777775
Q7501,Q,0.001,36,27.777777777777775
Q7502,Q,0.001,36,27.777777777777775
Q7503,Q,0.001,36,27.777777777777775
Q7504,Q,0.001,36,27.777777777777775
Q7505,Q,0.001,36,27.777777777777775
Q7506,Q,0.001,36,27.777777777777775
Q7507,Q,0.001,36,27.777777777777775
Q7508,Q,0.001,36,27.777777777777775
Q7509,Q,0.001,36,27.777777777777775
Q7510,Q,0.001,36,27.777777777777775
Q7511,Q,0.001,36,27.777777777777775
Q7512,Q,0.001,36,27.777777777777775
Q7513,Q,0.001,36,27.777777777777775
Q7514,Q,0.001,36,27.777777777777775
Q7515,Q,0.001,36,27.777777777777775
Q7516,Q,0.001,36,27.777777777777775
Q7517,Q,0.001,36,27.777777777777775
Q7518,Q,0.001,36,27.777777777777775
Q7519,Q,0.001,36,27.777777777777775
Q7520,Q,0.001,36,27.777777777777775
Q7521,Q,0.001,36,27.777777777777775
Q7522,Q,0.001,36,27.777777777777775
Q7523,Q,0.001,165,6.0606060606060606
Q7524,Q,0.001,85,11.76470588235294
Q7525,Q,0.001,165,6.0606060606060606
Q7526,Q,0.001,165,6.0606060606060606
Q7527,Q,0.001,64,15.625
Q7528,Q,0.001,165,6.0606060606060606
Q7529,Q,0.001,83,12.048192771084336
Q7530,Q,0.001,165,6.0606060606060606
Q7531,Q,0.001,85,11.76470588235294
Q7532,Q,0.001,33,30.3030303030303
Q7533,Q,0.001,165,6.0606060606060606
Q7534,Q,0.001,33,30.3030303030303
Q7535,Q,0.001,63,15.873015873015873
Q7536,Q,0.001,33,30.3030303030303
Q7537,Q,0.001,33,30.3030303030303
Q7538,Q,0.001,33,30.3030303030303
Q7539,Q,0.001,33,30.3030303030303
Q7540,Q,0.001,33,30.3030303030303
Q7541,Q,0.001,165,6.0606060606060606
Q7542,Q,0.001,63,15.873015873015873
Q7543,Q,0.001,33,30.3030303030303
Q7544,Q,0.001,33,30.3030303030303
Q7545,Q,0.001,63,15.873015873015873
Q7546,Q,0.001,121,8.264462809917356
Q7547,Q,0.001,33,30.3030303030303
Q7548,Q,0.001,165,6.0606060606060606
Q7549,Q,0.001,63,15.873015873015873
Q7550,Q,0.001,21,47.61904761904761
Q7551,Q,0.001,21,47.61904761904761
Q7552,Q,0.001,21,47.61904761904761
Q7553,Q,0.001,165,6.0606060606060606
Q7554,Q,0.001,63,15.873015873015873
Q7555,Q,0.001,33,30.3030303030303
Q7556,Q,0.001,21,47.61904761904761
Q7557,Q,0.001,21,47.61904761904761
Q7558,Q,0.001,63,15.873015873015873
Q7559,Q,0.001,33,30.3030303030303
Q7560,Q,0.001,62,16.129032258064516
Q7561,Q,0.001,85,11.76470588235294
Q7562,Q,0.001,64,15.625
Q7563,Q,0.001,62,16.129032258064516
Q7564,Q,0.001,21,47.61904761904761
Q7565,Q,0.001,21,47.61904761904761
Q7566,Q,0.001,165,6.0606060606060606
Q7567,Q,0.001,21,47.61904761904761
Q7568,Q,0.001,21,47.61904761904761
Q7569,Q,0.001,33,30.3030303030303
Q7570,Q,0.001,64,15.625
Q7571,Q,0.001,165,6.0606060606060606
Q7572,Q,0.001,63,15.873015873015873
Q7573,Q,0.001,63,15.873015873015873
Q7574,Q,0.001,63,15.873015873015873
Q7575,Q,0.001,33,30.3030303030303
Q7576,Q,0.001,165,6.0606060606060606
Q7577,Q,0.001,165,6.0606060606060606
Q7578,Q,0.001,33,30.3030303030303
Q7579,Q,0.001,63,15.873015873015873
Q7580,Q,0.001,64,15.625
Q7581,Q,0.001,165,6.0606060606060606
Q7582,Q,0.001,165,6.0606060606060606
Q7583,Q,0.001,21,47.61904761904761
Q7584,Q,0.001,33,30.3030303030303
Q7585,Q,0.001,33,30.3030303030303
Q7586,Q,0.001,62,16.129032258064516
Q7587,Q,0.001,165,6.0606060606060606
Q7588,Q,0.001,63,15.873015873015873
Q7589,Q,0.001,165,6.0606060606060606
Q7590,Q,0.001,33,30.3030303030303
Q7591,Q,0.001,33,30.3030303030303
Q7592,Q,0.001,33,30.3030303030303
Q7593,Q,0.001,33,30.3030303030303
Q7594,Q,0.001,33,30.3030303030303
Q7595,Q,0.001,33,30.3030303030303
Q7596,Q,0.001,165,6.0606060606060606
Q7597,Q,0.001,33,30.3030303030303
Q7598,Q,0.001,165,6.0606060606060606
Q7599,Q,0.001,165,6.0606060606060606
Q7600,Q,0.001,33,30.3030303030303
Q7601,Q,0.001,33,30.3030303030303
Q7602,Q,0.001,33,30.3030303030303
Q7603,Q,0.001,85,11.76470588235294
Q7604,Q,0.001,165,6.0606060606060606
Q7605,Q,0.001,33,30.3030303030303
Q7606,Q,0.001,21,47.61904761904761
Q7607,Q,0.001,33,30.3030303030303
Q7608,Q,0.001,64,15.625
Q7609,Q,0.001,33,30.3030303030303
Q7610,Q,0.001,115,8.695652173913043
Q7611,Q,0.001,45,22.22222222222222
Q7612,Q,0.001,97,10.309278350515463
Q7613,Q,0.001,97,10.309278350515463
Q7614,Q,0.001,97,10.309278350515463
Q7615,Q,0.001,35,28.57142857142857
Q7616,Q,0.001,35,28.57142857142857
Q7617,Q,0.001,35,28.57142857142857
Q7618,Q,0.001,35,28.57142857142857
Q7619,Q,0.001,35,28.57142857142857
Q7620,Q,0.001,35,28.57142857142857
Q7621,Q,0.001,35,28.57142857142857
Q7622,Q,0.001,35,28.57142857142857
Q7623,Q,0.001,97,10.309278350515463
Q7624,Q,0.001,121,8.264462809917356
Q7625,Q,0.001,170,5.88235294117647
Q7626,Q,0.001,162,6.172839506172839
Q7627,Q,0.001,118,8.47457627118644
Q7628,Q,0.001,118,8.47457627118644
Q7629,Q,0.001,118,8.47457627118644
Q7630,Q,0.001,54,18.51851851851852
Q7631,Q,0.001,56,17.857142857142858
Q7632,Q,0.001,54,18.51851851851852
Q7633,Q,0.001,62,16.129032258064516
Q7634,Q,0.001,62,16.129032258064516
Q7635,Q,0.001,64,15.625
Q7636,Q,0.001,64,15.625
Q7637,Q,0.001,64,15.625
Q7638,Q,0.001,56,17.857142857142858
Q7639,Q,0.001,56,17.857142857142858
Q7640,Q,0.001,56,17.857142857142858
Q7641,Q,0.001,56,17.857142857142858
Q7642,Q,0.001,97,10.309278350515463
Q7643,Q,0.001,126,7.936507936507937
Q7644,Q,0.001,118,8.47457627118644
Q7645,Q,0.001,106,9.433962264150944
Q7646,Q,0.001,105,9.523809523809524
Q7647,Q,0.001,105,9.523809523809524
Q7648,Q,0.001,34,29.41176470588235
Q7649,Q,0.001,97,10.309278350515463
Q7650,Q,0.001,118,8.47457627118644
Q7651,Q,0.001,118,8.47457627118644
Q7652,Q,0.001,123,8.130081300813009
Q7653,Q,0.001,123,8.130081300813009
Q7654,Q,0.001,48,20.833333333333332
Q7655,Q,0.001,106,9.433962264150944
Q7656,Q,0.001,106,9.433962264150944
Q7657,Q,0.001,106,9.433962264150944
Q7658,Q,0.001,106,9.433962264150944
Q7659,Q,0.001,106,9.433962264150944
Q7660,Q,0.001,106,9.433962264150944
Q7661,Q,0.001,106,9.433962264150944
Q7662,Q,0.001,106,9.433962264150944
Q7663,Q,0.001,59,16.94915254237288
Q7664,Q,0.001,67,14.925373134328357
Q7665,Q,0.001,106,9.433962264150944
Q7666,Q,0.001,106,9.433962264150944
Q7667,Q,0.001,105,9.523809523809524
Q7668,Q,0.001,104,9.615384615384615
Q7669,Q,0.001,102,9.80392156862745
Q7670,Q,0.001,106,9.433962264150944
Q7671,Q,0.001,97,10.309278350515463
Q7672,Q,0.001,79,12.658227848101266
Q7673,Q,0.001,94,10.638297872340425
Q7674,Q,0.001,94,10.638297872340425
Q7675,Q,0.001,94,10.638297872340425
Q7676,Q,0.001,34,29.41176470588235
Q7677,Q,0.001,75,13.333333333333334
Q7678,Q,0.001,99,10.1010101010101
Q7679,Q,0.001,34,29.41176470588235
Q7680,Q,0.001,75,13.333333333333334
Q7681,Q,0.001,75,13.333333333333334
Q7682,Q,0.001,99,10.1010101010101
Q7683,Q,0.001,30,33.333333333333336
Q7684,Q,0.001,97,10.309278350515463
Q7685,Q,0.001,94,10.638297872340425
Q7686,Q,0.001,94,10.638297872340425
Q7687,Q,0.001,94,10.638297872340425
Q7688,Q,0.001,99,10.1010101010101
Q7689,Q,0.001,99,10.1010101010101
Q7690,Q,0.001,99,10.1010101010101
Q7691,Q,0.001,99,10.1010101010101
Q7692,Q,0.001,99,10.1010101010101
Q7693,Q,0.001,99,10.1010101010101
Q7694,Q,0.001,99,10.1010101010101
Q7695,Q,0.001,99,10.1010101010101
Q7696,Q,0.001,99,10.1010101010101
Q7697,Q,0.001,99,10.1010101010101
Q7698,Q,0.001,99,10.1010101010101
Q7699,Q,0.001,99,10.1010101010101
Q7700,Q,0.001,99,10.1010101010101
Q7701,Q,0.001,99,10.1010101010101
Q7702,Q,0.001,99,10.1010101010101
Q7703,Q,0.001,99,10.1010101010101
Q7704,Q,0.001,99,10.1010101010101
Q7705,Q,0.001,99,10.1010101010101
Q7706,Q,0.001,99,10.1010101010101
Q7707,Q,0.001,99,10.1010101010101
Q7708,Q,0.001,99,10.1010101010101
Q7709,Q,0.001,94,10.638297872340425
Q7710,Q,0.001,94,10.638297872340425
Q7711,Q,0.001,94,10.638297872340425
Q7712,Q,0.001,94,10.638297872340425
Q7713,Q,0.001,51,19.6078431372549
Q7714,Q,0.001,51,19.6078431372549
Q7715,Q,0.001,51,19.6078431372549
Q7716,Q,0.001,51,19.6078431372549
Q7717,Q,0.001,51,19.6078431372549
Q7718,Q,0.001,99,10.1010101010101
Q7719,Q,0.001,97,10.309278350515463
Q7720,Q,0.001,115,8.695652173913043
Q7721,Q,0.001,115,8.695652173913043
Q7722,Q,0.001,35,28.57142857142857
Q7723,Q,0.001,97,10.309278350515463
Q7724,Q,0.001,115,8.695652173913043
Q7725,Q,0.001,97,10.309278350515463
Q7726,Q,0.001,115,8.695652173913043
Q7727,Q,0.001,97,10.309278350515463
Q7728,Q,0.001,33,30.3030303030303
Q7729,Q,0.001,33,30.3030303030303
Q7730,Q,0.001,33,30.3030303030303
Q7731,Q,0.001,33,30.3030303030303
Q7732,Q,0.001,33,30.3030303030303
Q7733,Q,0.001,33,30.3030303030303
Q7734,Q,0.001,97,10.309278350515463
Q7735,Q,0.001,50,20.0
Q7736,Q,0.001,50,20.0
Q7737,Q,0.001,50,20.0
Q7738,Q,0.001,50,20.0
Q7739,Q,0.001,50,20.0
Q7740,Q,0.001,50,20.0
Q7741,Q,0.001,50,20.0
Q7742,Q,0.001,33,30.3030303030303
Q7743,Q,0.001,170,5.88235294117647
Q7744,Q,0.001,97,10.309278350515463
Q7745,Q,0.001,115,8.695652173913043
Q7746,Q,0.001,115,8.695652173913043
Q7747,Q,0.001,115,8.695652173913043
Q7748,Q,0.001,97,10.309278350515463
Q7749,Q,0.001,115,8.695652173913043
Q7750,Q,0.001,83,12.048192771084336
Q7751,Q,0.001,75,13.333333333333334
Q7752,Q,0.001,75,13.333333333333334
Q7753,Q,0.001,75,13.333333333333334
Q7754,Q,0.001,75,13.333333333333334
Q7755,Q,0.001,83,12.048192771084336
Q7756,Q,0.001,83,12.048192771084336
Q7757,Q,0.001,75,13.333333333333334
Q7758,Q,0.001,115,8.695652173913043
Q7759,Q,0.001,119,8.403361344537814
Q7760,Q,0.001,115,8.695652173913043
Q7761,Q,0.001,83,12.048192771084336
Q7762,Q,0.001,115,8.695652173913043
Q7763,Q,0.001,75,13.333333333333334
Q7764,Q,0.001,75,13.333333333333334
Q7765,Q,0.001,33,30.3030303030303
Q7766,Q,0.001,75,13.333333333333334
Q7767,Q,0.001,75,13.333333333333334
Q7768,Q,0.001,119,8.403361344537814
Q7769,Q,0.001,83,12.048192771084336
Q7770,Q,0.001,115,8.695652173913043
Q7771,Q,0.001,115,8.695652173913043
Q7772,Q,0.001,33,30.3030303030303
Q7773,Q,0.001,83,12.048192771084336
Q7774,Q,0.001,115,8.695652173913043
Q7775,Q,0.001,83,12.048192771084336
Q7776,Q,0.001,75,13.333333333333334
Q7777,Q,0.001,51,19.6078431372549
Q7778,Q,0.001,83,12.048192771084336
Q7779,Q,0.001,115,8.695652173913043
Q7780,Q,0.001,115,8.695652173913043
Q7781,Q,0.001,33,30.3030303030303
Q7782,Q,0.001,97,10.309278350515463
Q7783,Q,0.001,33,30.3030303030303
Q7784,Q,0.001,33,30.3030303030303
Q7785,Q,0.001,33,30.3030303030303
Q7786,Q,0.001,33,30.3030303030303
Q7787,Q,0.001,33,30.3030303030303
Q7788,Q,0.001,33,30.3030303030303
Q7789,Q,0.001,33,30.3030303030303
Q7790,Q,0.001,97,10.309278350515463
Q7791,Q,0.001,97,10.309278350515463
Q7792,Q,0.001,46,21.73913043478261
Q7793,Q,0.001,45,22.22222222222222
Q7794,Q,0.001,115,8.695652173913043
Q7795,Q,0.001,115,8.695652173913043
Q7796,Q,0.001,99,10.1010101010101
Q7797,Q,0.001,33,30.3030303030303
Q7798,Q,0.001,115,8.695652173913043
Q7799,Q,0.001,94,10.638297872340425
Q7800,Q,0.001,115,8.695652173913043
Q7801,Q,0.001,99,10.1010101010101
Q7802,Q,0.001,99,10.1010101010101
Q7803,Q,0.001,99,10.1010101010101
Q7804,Q,0.001,99,10.1010101010101
Q7805,Q,0.001,99,10.1010101010101
Q7806,Q,0.001,99,10.1010101010101
Q7807,Q,0.001,99,10.1010101010101
Q7808,Q,0.001,99,10.1010101010101
Q7809,Q,0.001,99,10.1010101010101
Q7810,Q,0.001,99,10.1010101010101
Q7811,Q,0.001,99,10.1010101010101
Q7812,Q,0.001,99,10.1010101010101
Q7813,Q,0.001,99,10.1010101010101
Q7814,Q,0.001,99,10.1010101010101
Q7815,Q,0.001,99,10.1010101010101
Q7816,Q,0.001,99,10.1010101010101
Q7817,Q,0.001,99,10.1010101010101
Q7818,Q,0.001,99,10.1010101010101
Q7819,Q,0.001,99,10.1010101010101
Q7820,Q,0.001,99,10.1010101010101
Q7821,Q,0.001,99,10.1010101010101
Q7822,Q,0.001,99,10.1010101010101
Q7823,Q,0.001,99,10.1010101010101
Q7824,Q,0.001,33,30.3030303030303
Q7825,Q,0.001,99,10.1010101010101
Q7826,Q,0.001,179,5.58659217877095
Q7827,Q,0.001,99,10.1010101010101
Q7828,Q,0.001,51,19.6078431372549
Q7829,Q,0.001,99,10.1010101010101
Q7830,Q,0.001,99,10.1010101010101
Q7831,Q,0.001,99,10.1010101010101
Q7832,Q,0.001,99,10.1010101010101
Q7833,Q,0.001,99,10.1010101010101
Q7834,Q,0.001,99,10.1010101010101
Q7835,Q,0.001,33,30.3030303030303
Q7836,Q,0.001,115,8.695652173913043
Q7837,Q,0.001,75,13.333333333333334
Q7838,Q,0.001,94,10.638297872340425
Q7839,Q,0.001,99,10.1010101010101
Q7840,Q,0.001,33,30.3030303030303
Q7841,Q,0.001,99,10.1010101010101
Q7842,Q,0.001,99,10.1010101010101
Q7843,Q,0.001,33,30.3030303030303
Q7844,Q,0.001,99,10.1010101010101
Q7845,Q,0.001,97,10.309278350515463
Q7846,Q,0.001,115,8.695652173913043
Q7847,Q,0.001,97,10.309278350515463
Q7848,Q,0.001,33,30.3030303030303
Q7849,Q,0.001,51,19.6078431372549
Q7850,Q,0.001,99,10.1010101010101
Q7851,Q,0.001,115,8.695652173913043
Q7852,Q,0.001,33,30.3030303030303
Q7853,Q,0.001,100,10.0
Q7854,Q,0.001,217,4.6082949308755765
Q7855,Q,0.001,113,8.849557522123893
Q7856,Q,0.001,217,4.6082949308755765
Q7857,Q,0.001,217,4.6082949308755765
Q7858,Q,0.001,64,15.625
Q7859,Q,0.001,64,15.625
Q7860,Q,0.001,100,10.0
Q7861,Q,0.001,100,10.0
Q7862,Q,0.001,100,10.0
Q7863,Q,0.001,115,8.695652173913043
Q7864,Q,0.001,101,9.900990099009901
Q7865,Q,0.001,101,9.900990099009901
Q7866,Q,0.001,101,9.900990099009901
Q7867,Q,0.001,101,9.900990099009901
Q7868,Q,0.001,101,9.900990099009901
Q7869,Q,0.001,101,9.900990099009901
Q7870,Q,0.001,101,9.900990099009901
Q7871,Q,0.001,79,12.658227848101266
Q7872,Q,0.001,101,9.900990099009901
Q7873,Q,0.001,101,9.900990099009901
Q7874,Q,0.001,57,17.543859649122805
Q7875,Q,0.001,101,9.900990099009901
Q7876,Q,0.001,69,14.492753623188404
Q7877,Q,0.001,69,14.492753623188404
Q7878,Q,0.001,69,14.492753623188404
Q7879,Q,0.001,69,14.492753623188404
Q7880,Q,0.001,69,14.492753623188404
Q7881,Q,0.001,141,7.092198581560283
Q7882,Q,0.001,29,34.48275862068965
Q7883,Q,0.001,29,34.48275862068965
Q7884,Q,0.001,29,34.48275862068965
Q7885,Q,0.001,115,8.695652173913043
Q7886,Q,0.001,115,8.695652173913043
Q7887,Q,0.001,217,4.6082949308755765
Q7888,Q,0.001,181,5.524861878453039
Q7889,Q,0.001,101,9.900990099009901
Q7890,Q,0.001,115,8.695652173913043
Q7891,Q,0.001,100,10.0
Q7892,Q,0.001,217,4.6082949308755765
Q7893,Q,0.001,113,8.849557522123893
Q7894,Q,0.001,113,8.849557522123893
Q7895,Q,0.001,113,8.849557522123893
Q7896,Q,0.001,217,4.6082949308755765
Q7897,Q,0.001,113,8.849557522123893
Q7898,Q,0.001,85,11.76470588235294
Q7899,Q,0.001,113,8.849557522123893
Q7900,Q,0.001,113,8.849557522123893
Q7901,Q,0.001,113,8.849557522123893
Q7902,Q,0.001,113,8.849557522123893
Q7903,Q,0.001,113,8.849557522123893
Q7904,Q,0.001,101,9.900990099009901
Q7905,Q,0.001,100,10.0
Q7906,Q,0.001,101,9.900990099009901
Q7907,Q,0.001,115,8.695652173913043
Q7908,Q,0.001,83,12.048192771084336
Q7909,Q,0.001,39,25.641025641025642
Q7910,Q,0.001,32,31.25
Q7911,Q,0.001,115,8.695652173913043
Q7912,Q,0.001,83,12.048192771084336
Q7913,Q,0.001,83,12.048192771084336
Q7914,Q,0.001,99,10.1010101010101
Q7915,Q,0.001,99,10.1010101010101
Q7916,Q,0.001,97,10.309278350515463
Q7917,Q,0.001,33,30.3030303030303
Q7918,Q,0.001,33,30.3030303030303
Q7919,Q,0.001,33,30.3030303030303
Q7920,Q,0.001,33,30.3030303030303
Q7921,Q,0.001,33,30.3030303030303
Q7922,Q,0.001,22,45.45454545454546
Q7923,Q,0.001,39,25.641025641025642
Q7924,Q,0.001,83,12.048192771084336
Q7925,Q,0.001,33,30.3030303030303
Q7926,Q,0.001,33,30.3030303030303
Q7927,Q,0.001,33,30.3030303030303
Q7928,Q,0.001,33,30.3030303030303
Q7929,Q,0.001,33,30.3030303030303
Q7930,Q,0.001,33,30.3030303030303
Q7931,Q,0.001,33,30.3030303030303
Q7932,Q,0.001,33,30.3030303030303
Q7933,Q,0.001,33,30.3030303030303
Q7934,Q,0.001,33,30.3030303030303
Q7935,Q,0.001,33,30.3030303030303
Q7936,Q,0.001,33,30.3030303030303
Q7937,Q,0.001,33,30.3030303030303
Q7938,Q,0.001,33,30.3030303030303
Q7939,Q,0.001,33,30.3030303030303
Q7940,Q,0.001,33,30.3030303030303
Q7941,Q,0.001,33,30.3030303030303
Q7942,Q,0.001,33,30.3030303030303
Q7943,Q,0.001,33,30.3030303030303
Q7944,Q,0.001,33,30.3030303030303
Q7945,Q,0.001,33,30.3030303030303
Q7946,Q,0.001,33,30.3030303030303
Q7947,Q,0.001,33,30.3030303030303
Q7948,Q,0.001,33,30.3030303030303
Q7949,Q,0.001,33,30.3030303030303
Q7950,Q,0.001,33,30.3030303030303
Q7951,Q,0.001,33,30.3030303030303
Q7952,Q,0.001,33,30.3030303030303
Q7953,Q,0.001,33,30.3030303030303
Q7954,Q,0.001,33,30.3030303030303
Q7955,Q,0.001,33,30.3030303030303
Q7956,Q,0.001,33,30.3030303030303
Q7957,Q,0.001,115,8.695652173913043
Q7958,Q,0.001,33,30.3030303030303
Q7959,Q,0.001,115,8.695652173913043
Q7960,Q,0.001,115,8.695652173913043
Q7961,Q,0.001,33,30.3030303030303
Q7962,Q,0.001,33,30.3030303030303
Q7963,Q,0.001,33,30.3030303030303
Q7964,Q,0.001,33,30.3030303030303
Q7965,Q,0.001,33,30.3030303030303
Q7966,Q,0.001,33,30.3030303030303
Q7967,Q,0.001,33,30.3030303030303
Q7968,Q,0.001,33,30.3030303030303
Q7969,Q,0.001,33,30.3030303030303
Q7970,Q,0.001,33,30.3030303030303
Q7971,Q,0.001,33,30.3030303030303
Q7972,Q,0.001,33,30.3030303030303
